,,,,,,,,,,,,,,,,,,능력치,,,,,,,,,,,,,,,,,,전법,,,,,,개성,,,,,진형,,,,,,,,,,
1208,오환병,1305,여,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,58,69,52,39,66,건강,아도,어린강화,1,용감녀,용감녀,0,,,오환병,,,0,돌기,,,,,,오환,용장,저돌,단려,,,,,,,,,,,,1
1209,오환한부,1305,여,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,55,81,57,48,58,건강,아도,어린강화,1,용감녀,용감녀,0,,,오환한부,,,0,돌기,,,,,,오환,담력,저돌,경망,,,,,,,,,,,,1
1210,오환여장,1305,여,165,184,0,263,0,0,오환선우,오환선우,오환,오환,일반,없음,255,,75,65,58,57,68,건강,아도,어린강화,1,요염녀,요염녀,0,,,오환여장,,,0,돌기,,,,,,오환,경국,격분,직정,,,,,,,,,,,,1
1211,오환호걸,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,60,83,22,28,50,건강,아도,어린강화,1,난폭남,난폭남,0,,,오환호걸,,,0,돌기,,,,,,오환,맹자,혈로,직정,,,,,,,,,,,,1
1212,오환독장,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,68,77,34,16,45,건강,아도,어린강화,1,호걸남,호걸남,0,,,오환독장,,,0,돌기,,,,,,오환,독장,저돌,경망,,,,,,,,,,,,1
1213,오환재상,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,58,48,70,57,65,건강,아도,어린강화,1,책사남,책사남,0,,,오환재상,,,0,돌기,,,,,,오환,묘산,소침,오만,,,,,,,,,,,,1
1214,오환강장,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,80,77,44,30,43,건강,아도,어린강화,1,용장남,용장남,0,,,오환강장,,,0,돌기,,,,,,오환,강장,단려,난폭,,,,,,,,,,,,1
1215,오환용장,1305,여,165,350,0,263,0,0,,,,,미등장,없음,0,,59,68,50,42,66,건강,아도,어린강화,1,용감녀,용감녀,0,,,오환용장,,,0,돌기,,,,,,오환,용장,저돌,단려,,,,,,,,,,,,1
1216,오환효장,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,78,81,14,38,57,건강,아도,어린강화,1,호걸남,호걸남,0,,,오환효장,,,0,돌기,,,,,,오환,효장,저돌,경솔,,,,,,,,,,,,1
1217,오환투장,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,78,90,24,29,33,건강,아도,어린강화,1,난폭남,난폭남,0,,,오환투장,,,0,돌기,,,,,,오환,투장,저돌,단려,,,,,,,,,,,,1
1218,오환열부,1305,여,165,350,0,263,0,0,,,,,미등장,없음,0,,54,79,57,45,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,오환열부,,,0,돌기,,,,,,오환,담력,저돌,경망,,,,,,,,,,,,1
1219,오환원수,1016,남,165,350,0,263,0,0,,,,,미등장,없음,0,,86,91,64,60,79,건강,아도,어린강화,1,거만남,거만남,0,,,오환원수,,,0,돌기,,,,,,오환,효웅,위풍,오만,,,,,,,,,,,,1
1220,오환여걸,1305,여,165,350,0,263,0,0,,,,,미등장,없음,0,,75,66,60,56,73,건강,아도,어린강화,1,요염녀,요염녀,0,,,오환여걸,,,0,돌기,,,,,,오환,경국,격분,직정,,,,,,,,,,,,1
1221,선비대인,1036,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,군주,없음,250,,84,89,67,59,78,건강,아도,어린강화,1,거만남,거만남,0,,,선비대인,,,0,궁기,,,,,,선비,효웅,위풍,오만,,,,,,,,,,,,1
1222,선비장수,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,66,73,33,14,43,건강,아도,어린강화,1,호걸남,호걸남,0,,,선비장수,,,0,궁기,,,,,,선비,독장,저돌,경망,,,,,,,,,,,,1
1223,선비맹자,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,62,86,19,24,50,건강,아도,어린강화,1,난폭남,난폭남,0,,,선비맹자,,,0,궁기,,,,,,선비,맹자,직정,경망,,,,,,,,,,,,1
1224,선비정병,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,78,73,48,33,38,건강,아도,어린강화,1,용장남,용장남,0,,,선비정병,,,0,궁기,,,,,,선비,강장,단려,난폭,,,,,,,,,,,,1
1225,선비강병,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,75,80,15,33,58,건강,아도,어린강화,1,호걸남,호걸남,0,,,선비강병,,,0,궁기,,,,,,선비,효장,저돌,경솔,,,,,,,,,,,,1
1226,선비군사,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,62,53,70,57,66,건강,아도,어린강화,1,책사남,책사남,0,,,선비군사,,,0,궁기,,,,,,선비,묘산,소침,오만,,,,,,,,,,,,1
1227,선비영병,1037,남,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,78,90,27,29,35,건강,아도,어린강화,1,난폭남,난폭남,0,,,선비영병,,,0,궁기,,,,,,선비,투장,저돌,단려,,,,,,,,,,,,1
1228,선비병,1306,여,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,63,73,48,42,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,선비병,,,0,궁기,,,,,,선비,용장,저돌,단려,,,,,,,,,,,,1
1229,선비한부,1306,여,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,57,82,58,47,62,건강,아도,어린강화,1,용감녀,용감녀,0,,,선비한부,,,0,궁기,,,,,,선비,담력,저돌,경망,,,,,,,,,,,,1
1230,선비여장,1306,여,165,184,0,263,0,0,선비대인,선비대인,선비,선비,일반,없음,255,,77,68,59,55,70,건강,아도,어린강화,1,요염녀,요염녀,0,,,선비여장,,,0,궁기,,,,,,선비,경국,격분,직정,,,,,,,,,,,,1
1231,선비호걸,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,62,85,21,24,52,건강,아도,어린강화,1,난폭남,난폭남,0,,,선비호걸,,,0,궁기,,,,,,선비,맹자,혈로,직정,,,,,,,,,,,,1
1232,선비독장,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,65,75,37,16,46,건강,아도,어린강화,1,호걸남,호걸남,0,,,선비독장,,,0,궁기,,,,,,선비,독장,저돌,경망,,,,,,,,,,,,1
1233,선비재상,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,61,49,70,56,65,건강,아도,어린강화,1,책사남,책사남,0,,,선비재상,,,0,궁기,,,,,,선비,묘산,소침,오만,,,,,,,,,,,,1
1234,선비강장,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,79,78,43,32,42,건강,아도,어린강화,1,용장남,용장남,0,,,선비강장,,,0,궁기,,,,,,선비,강장,단려,난폭,,,,,,,,,,,,1
1235,선비용장,1306,여,165,350,0,263,0,0,,,,,미등장,없음,0,,62,71,50,38,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,선비용장,,,0,궁기,,,,,,선비,용장,저돌,단려,,,,,,,,,,,,1
1236,선비효장,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,77,80,15,33,57,건강,아도,어린강화,1,호걸남,호걸남,0,,,선비효장,,,0,궁기,,,,,,선비,효장,저돌,경솔,,,,,,,,,,,,1
1237,선비투장,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,75,90,27,32,38,건강,아도,어린강화,1,난폭남,난폭남,0,,,선비투장,,,0,궁기,,,,,,선비,투장,저돌,단려,,,,,,,,,,,,1
1238,선비열부,1306,여,165,350,0,263,0,0,,,,,미등장,없음,0,,57,82,57,47,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,선비열부,,,0,궁기,,,,,,선비,담력,저돌,경망,,,,,,,,,,,,1
1239,선비원수,1037,남,165,350,0,263,0,0,,,,,미등장,없음,0,,88,91,65,61,82,건강,아도,어린강화,1,거만남,거만남,0,,,선비원수,,,0,궁기,,,,,,선비,효웅,위풍,오만,,,,,,,,,,,,1
1240,선비여걸,1306,여,165,350,0,263,0,0,,,,,미등장,없음,0,,74,63,61,53,70,건강,아도,어린강화,1,요염녀,요염녀,0,,,선비여걸,,,0,궁기,,,,,,선비,경국,격분,직정,,,,,,,,,,,,1
1241,강족장,1021,남,165,184,0,263,0,0,강족장,강족장,강,강,군주,없음,250,,84,90,65,62,79,건강,아도,어린강화,1,거만남,거만남,0,,,강족장,,,0,전차,,,,,,강저,효웅,위풍,오만,,,,,,,,,,,,1
1242,강장수,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,63,76,36,17,48,건강,아도,어린강화,1,호걸남,호걸남,0,,,강장수,,,0,전차,,,,,,강저,독장,저돌,경망,,,,,,,,,,,,1
1243,강맹자,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,63,88,22,26,49,건강,아도,어린강화,1,난폭남,난폭남,0,,,강맹자,,,0,전차,,,,,,강저,맹자,직정,경망,,,,,,,,,,,,1
1244,강정병,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,83,75,48,28,38,건강,아도,어린강화,1,용장남,용장남,0,,,강정병,,,0,전차,,,,,,강저,강장,단려,난폭,,,,,,,,,,,,1
1245,강강병,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,76,80,13,37,55,건강,아도,어린강화,1,호걸남,호걸남,0,,,강강병,,,0,전차,,,,,,강저,효장,저돌,경솔,,,,,,,,,,,,1
1246,강군사,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,58,50,69,53,68,건강,아도,어린강화,1,책사남,책사남,0,,,강군사,,,0,전차,,,,,,강저,묘산,소침,오만,,,,,,,,,,,,1
1247,강영병,1022,남,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,73,88,23,32,36,건강,아도,어린강화,1,난폭남,난폭남,0,,,강영병,,,0,전차,,,,,,강저,투장,저돌,단려,,,,,,,,,,,,1
1248,강병,1307,여,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,61,73,48,42,65,건강,아도,어린강화,1,용감녀,용감녀,0,,,강병,,,0,전차,,,,,,강저,용장,저돌,단려,,,,,,,,,,,,1
1249,강한부,1307,여,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,53,80,54,45,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,강한부,,,0,전차,,,,,,강저,담력,저돌,경망,,,,,,,,,,,,1
1250,강여장,1307,여,165,184,0,263,0,0,강족장,강족장,강,강,일반,없음,255,,77,64,63,58,70,건강,아도,어린강화,1,요염녀,요염녀,0,,,강여장,,,0,전차,,,,,,강저,경국,격분,직정,,,,,,,,,,,,1
1251,강호걸,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,59,83,19,26,50,건강,아도,어린강화,1,난폭남,난폭남,0,,,강호걸,,,0,전차,,,,,,강저,맹자,혈로,직정,,,,,,,,,,,,1
1252,강독장,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,64,76,38,18,44,건강,아도,어린강화,1,호걸남,호걸남,0,,,강독장,,,0,전차,,,,,,강저,독장,저돌,경망,,,,,,,,,,,,1
1253,강재상,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,63,48,70,54,65,건강,아도,어린강화,1,책사남,책사남,0,,,강재상,,,0,전차,,,,,,강저,묘산,소침,오만,,,,,,,,,,,,1
1254,강강장,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,81,77,43,32,39,건강,아도,어린강화,1,용장남,용장남,0,,,강강장,,,0,전차,,,,,,강저,강장,단려,난폭,,,,,,,,,,,,1
1255,강용장,1307,여,165,350,0,263,0,0,,,,,미등장,없음,0,,63,70,53,41,65,건강,아도,어린강화,1,용감녀,용감녀,0,,,강용장,,,0,전차,,,,,,강저,용장,저돌,단려,,,,,,,,,,,,1
1256,강효장,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,75,79,15,33,56,건강,아도,어린강화,1,호걸남,호걸남,0,,,강효장,,,0,전차,,,,,,강저,효장,저돌,경솔,,,,,,,,,,,,1
1257,강투장,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,75,88,26,30,36,건강,아도,어린강화,1,난폭남,난폭남,0,,,강투장,,,0,전차,,,,,,강저,투장,저돌,단려,,,,,,,,,,,,1
1258,강열부,1307,여,165,350,0,263,0,0,,,,,미등장,없음,0,,55,80,54,43,60,건강,아도,어린강화,1,용감녀,용감녀,0,,,강열부,,,0,전차,,,,,,강저,담력,저돌,경망,,,,,,,,,,,,1
1259,강원수,1022,남,165,350,0,263,0,0,,,,,미등장,없음,0,,84,93,65,61,81,건강,아도,어린강화,1,거만남,거만남,0,,,강원수,,,0,전차,,,,,,강저,효웅,위풍,오만,,,,,,,,,,,,1
1260,강여걸,1307,여,165,350,0,263,0,0,,,,,미등장,없음,0,,77,65,62,56,69,건강,아도,어린강화,1,요염녀,요염녀,0,,,강여걸,,,0,전차,,,,,,강저,경국,격분,직정,,,,,,,,,,,,1
1261,산월두령,1019,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,군주,없음,250,,85,93,63,58,78,건강,아도,어린강화,1,거만남,거만남,0,,,산월두령,,,0,강기,,,,,,산월,효웅,위풍,오만,,,,,,,,,,,,1
1262,산월장수,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,68,77,34,16,46,건강,아도,어린강화,1,호걸남,호걸남,0,,,산월장수,,,0,강기,,,,,,산월,독장,저돌,경망,,,,,,,,,,,,1
1263,산월맹자,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,59,87,23,28,52,건강,아도,어린강화,1,난폭남,난폭남,0,,,산월맹자,,,0,강기,,,,,,산월,맹자,직정,경망,,,,,,,,,,,,1
1264,산월정병,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,83,75,43,31,39,건강,아도,어린강화,1,용장남,용장남,0,,,산월정병,,,0,강기,,,,,,산월,강장,단려,난폭,,,,,,,,,,,,1
1265,산월강병,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,74,79,18,33,57,건강,아도,어린강화,1,호걸남,호걸남,0,,,산월강병,,,0,강기,,,,,,산월,효장,저돌,경솔,,,,,,,,,,,,1
1266,산월군사,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,59,52,70,55,63,건강,아도,어린강화,1,책사남,책사남,0,,,산월군사,,,0,강기,,,,,,산월,묘산,소침,오만,,,,,,,,,,,,1
1267,산월영병,1020,남,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,75,88,23,28,37,건강,아도,어린강화,1,난폭남,난폭남,0,,,산월영병,,,0,강기,,,,,,산월,투장,저돌,단려,,,,,,,,,,,,1
1268,산월병,1309,여,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,63,72,51,41,65,건강,아도,어린강화,1,용감녀,용감녀,0,,,산월병,,,0,강기,,,,,,산월,용장,저돌,단려,,,,,,,,,,,,1
1269,산월한부,1309,여,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,57,78,55,43,59,건강,아도,어린강화,1,용감녀,용감녀,0,,,산월한부,,,0,강기,,,,,,산월,담력,저돌,경망,,,,,,,,,,,,1
1270,산월여장,1309,여,165,184,0,263,0,0,산월두령,산월두령,산월,산월,일반,없음,255,,75,63,59,53,71,건강,아도,어린강화,1,요염녀,요염녀,0,,,산월여장,,,0,강기,,,,,,산월,경국,격분,직정,,,,,,,,,,,,1
1271,산월호걸,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,58,83,21,23,53,건강,아도,어린강화,1,난폭남,난폭남,0,,,산월호걸,,,0,강기,,,,,,산월,맹자,혈로,직정,,,,,,,,,,,,1
1272,산월독장,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,68,76,35,16,48,건강,아도,어린강화,1,호걸남,호걸남,0,,,산월독장,,,0,강기,,,,,,산월,독장,저돌,경망,,,,,,,,,,,,1
1273,산월재상,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,63,49,69,53,68,건강,아도,어린강화,1,책사남,책사남,0,,,산월재상,,,0,강기,,,,,,산월,묘산,소침,오만,,,,,,,,,,,,1
1274,산월강장,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,80,73,46,28,40,건강,아도,어린강화,1,용장남,용장남,0,,,산월강장,,,0,강기,,,,,,산월,강장,단려,난폭,,,,,,,,,,,,1
1275,산월용장,1309,여,165,350,0,263,0,0,,,,,미등장,없음,0,,63,72,50,40,66,건강,아도,어린강화,1,용감녀,용감녀,0,,,산월용장,,,0,강기,,,,,,산월,용장,저돌,단려,,,,,,,,,,,,1
1276,산월효장,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,74,82,16,33,55,건강,아도,어린강화,1,호걸남,호걸남,0,,,산월효장,,,0,강기,,,,,,산월,효장,저돌,경솔,,,,,,,,,,,,1
1277,산월투장,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,75,91,25,30,35,건강,아도,어린강화,1,난폭남,난폭남,0,,,산월투장,,,0,강기,,,,,,산월,투장,저돌,단려,,,,,,,,,,,,1
1278,산월열부,1309,여,165,350,0,263,0,0,,,,,미등장,없음,0,,57,79,56,45,58,건강,아도,어린강화,1,용감녀,용감녀,0,,,산월열부,,,0,강기,,,,,,산월,담력,저돌,경망,,,,,,,,,,,,1
1279,산월원수,1020,남,165,350,0,263,0,0,,,,,미등장,없음,0,,83,89,66,60,80,건강,아도,어린강화,1,거만남,거만남,0,,,산월원수,,,0,강기,,,,,,산월,효웅,위풍,오만,,,,,,,,,,,,1
1280,산월여걸,1309,여,165,350,0,263,0,0,,,,,미등장,없음,0,,78,67,60,55,70,건강,아도,어린강화,1,요염녀,요염녀,0,,,산월여걸,,,0,강기,,,,,,산월,경국,격분,직정,,,,,,,,,,,,1
1281,남만대왕,1013,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,군주,없음,250,,85,90,63,58,83,건강,아도,어린강화,1,거만남,거만남,0,,,남만대왕,,,0,상병,,,,,,남만,효웅,위풍,오만,,,,,,,,,,,,1
1282,남만장수,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,66,74,37,13,45,건강,아도,어린강화,1,호걸남,호걸남,0,,,남만장수,,,0,상병,,,,,,남만,독장,저돌,경망,,,,,,,,,,,,1
1283,남만맹자,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,59,88,19,24,53,건강,아도,어린강화,1,난폭남,난폭남,0,,,남만맹자,,,0,상병,,,,,,남만,맹자,직정,경망,,,,,,,,,,,,1
1284,남만정병,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,82,77,43,30,43,건강,아도,어린강화,1,용장남,용장남,0,,,남만정병,,,0,상병,,,,,,남만,강장,단려,난폭,,,,,,,,,,,,1
1285,남만강병,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,73,80,17,37,53,건강,아도,어린강화,1,호걸남,호걸남,0,,,남만강병,,,0,상병,,,,,,남만,효장,저돌,경솔,,,,,,,,,,,,1
1286,남만군사,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,60,48,70,56,66,건강,아도,어린강화,1,책사남,책사남,0,,,남만군사,,,0,상병,,,,,,남만,묘산,소침,오만,,,,,,,,,,,,1
1287,남만영병,1014,남,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,78,91,27,30,36,건강,아도,어린강화,1,난폭남,난폭남,0,,,남만영병,,,0,상병,,,,,,남만,투장,저돌,단려,,,,,,,,,,,,1
1288,남만병,1308,여,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,63,71,48,43,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,남만병,,,0,상병,,,,,,남만,용장,저돌,단려,,,,,,,,,,,,1
1289,남만한부,1308,여,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,55,83,54,44,58,건강,아도,어린강화,1,용감녀,용감녀,0,,,남만한부,,,0,상병,,,,,,남만,담력,저돌,경망,,,,,,,,,,,,1
1290,남만여장,1308,여,165,184,0,263,0,0,남만대왕,남만대왕,남만,남만,일반,없음,255,,77,64,62,54,71,건강,아도,어린강화,1,요염녀,요염녀,0,,,남만여장,,,0,상병,,,,,,남만,경국,격분,직정,,,,,,,,,,,,1
1291,남만호걸,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,61,87,22,24,49,건강,아도,어린강화,1,난폭남,난폭남,0,,,남만호걸,,,0,상병,,,,,,남만,맹자,혈로,직정,,,,,,,,,,,,1
1292,남만독장,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,67,74,36,18,44,건강,아도,어린강화,1,호걸남,호걸남,0,,,남만독장,,,0,상병,,,,,,남만,독장,저돌,경망,,,,,,,,,,,,1
1293,남만재상,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,63,52,70,57,65,건강,아도,어린강화,1,책사남,책사남,0,,,남만재상,,,0,상병,,,,,,남만,묘산,소침,오만,,,,,,,,,,,,1
1294,남만강장,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,80,74,46,32,41,건강,아도,어린강화,1,용장남,용장남,0,,,남만강장,,,0,상병,,,,,,남만,강장,단려,난폭,,,,,,,,,,,,1
1295,남만용장,1308,여,165,350,0,263,0,0,,,,,미등장,없음,0,,62,69,48,40,68,건강,아도,어린강화,1,용감녀,용감녀,0,,,남만용장,,,0,상병,,,,,,남만,용장,저돌,단려,,,,,,,,,,,,1
1296,남만효장,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,77,82,14,38,57,건강,아도,어린강화,1,호걸남,호걸남,0,,,남만효장,,,0,상병,,,,,,남만,효장,저돌,경솔,,,,,,,,,,,,1
1297,남만투장,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,74,93,27,30,38,건강,아도,어린강화,1,난폭남,난폭남,0,,,남만투장,,,0,상병,,,,,,남만,투장,저돌,단려,,,,,,,,,,,,1
1298,남만열부,1308,여,165,350,0,263,0,0,,,,,미등장,없음,0,,57,80,54,46,63,건강,아도,어린강화,1,용감녀,용감녀,0,,,남만열부,,,0,상병,,,,,,남만,담력,저돌,경망,,,,,,,,,,,,1
1299,남만원수,1014,남,165,350,0,263,0,0,,,,,미등장,없음,0,,87,93,64,61,78,건강,아도,어린강화,1,거만남,거만남,0,,,남만원수,,,0,상병,,,,,,남만,효웅,위풍,오만,,,,,,,,,,,,1
